;ID;Name;Price_night;Rank;Adress;Phone;Website;Description;Number_of_Rooms;Hotel_Style;Mail;Rating;Number_Rating;Location_Rating;Cleanliness_Rating;Service_Rating;Value_Rating;Walking_Grade;Near_Restaurants;Near_Attractions;Language_Spoken;Wifi;Taxi;Breakfast;Baggage_storage;All_day_front_desk;All_day_check_in;Dry_cleaning;Complimentary_Coffee;Snack_bar;Concierge;Newspaper;Laundry_service;Non_smoking_hotel;Ironing_service;Kid_friendly_buffet;Bar_Lounge;Allergy_free_room;Coffee_tea_maker;Blackout_curtains;Air_conditioning;Housekeeping;Flatscreen_TV;Bathrobes;All_day_check_in.1;Alarm_clock;Complimentary_toiletries;Snack_bar.1;Soundproof_rooms;Desk;Minibar;Bath_shower;Safe;Bottled_water;Electric_kettle;Hair_dryer;Family_rooms;Non_smoking_rooms;Valet_parking;Pool;Indoor_pool;Sauna;Hot_tub;Fitness_Center;Rooftop_bar;Spa;Massage;Doorperson;Umbrella;Butler_service;Umbrella.1;Hammam;Meeting_rooms;Banquet_room;Meeting_rooms.1;Highchairs_available;Pets_Allowed;Car_hire;Restaurant;Extra_long_beds;Air_purifier;Room_service;Private_balcony;Landmark_view;City_view;Suites;Separate_dining_area;Interconnected_rooms_available;Cable_satellite_TV;Refrigerator;Breakfast_in_the_room;Personal_trainer;Currency_exchange;Paid_private_parking_nearby;Walking_tours;Yoga_room;Books_DVD_music;Strollers
1067;1067;Hotel AMI;97;#1,240;7 rue du General Beuret, 75015 Paris France;None;None;None;41; Residential Neighborhood ;None;5.0;15;4.0;4.5;5.0;5.0;96.0;22.0;130.0;English, French, Spanish, Arabic and 1 more ;1;1;1;1;1;0;1;0;0;1;1;1;1;0;0;0;0;0;1;1;1;0;0;0;1;1;0;1;1;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0
1068;1068;Hotel St. Georges Lafayette;76;#1,243;11 rue Victor Masse, 75009 Paris France;None;None;"Hotel St. Georges Lafayette is an excellent choice for travelers visiting Paris, offering a family-friendly environment alongside many helpful amenities designed to enhance your stay.
Given the close proximity of popular landmarks, such as Champs-Elysees (1.6 mi) and Le Marais (1.8 mi), guests of Hotel St. Georges Lafayette can easily experience some of Paris' most well known attractions.
Free wifi is offered to guests, and rooms at Hotel St Georges Lafayette offer a flat screen TV and a desk.
Read more";31; Budget ;None;3.5;449;4.0;3.5;3.5;3.5;100.0;107.0;480.0;English, French, Spanish, Italian ;1;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1069;1069;Hotel Courcelles Mederic;126;#1,239;4 rue Mederic 17 Arr., 75017 Paris France;None;None;"Come to enjoy the charm of Paris with Hotel Mederic 3 stars. The reception is open 24h / 24. A full breakfast is served from 7:00 to 11:00. Located 15 minutes from the Champs Elysees and the Arc de Triomphe, the hotel offers an exceptional setting for our visitors. Monceau Park is a 5-minute walk ideal location for athletes and for walkers. Our Staff will be good advice. !In the Plaine-Monceau, very quiet district of the 17th arrondissement, our hotel offers a very pleasant environment full of small restaurants and markets. In a few minutes by walk, you can reach the famous Parc Monceau, the Champs-Élysées and the Arc de Triomphe. You can also enjoy the lines 2 and 3 of the metro to visit the other monuments of Paris. If you prefer to discover the capital while admiring the architecture of Paris, many bus lines pass close to the hotel, including line 84 which serves, among others, the Luxembourg Garden, the Pantheon and the National Assembly .
Read more";26;None;None;3.5;130;4.5;3.5;4.0;3.5;100.0;24.0;180.0;English, French, Spanish, German ;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1070;1070;Hotel du Palais Bourbon;205;#1,241;49 rue de Bourgogne, 75007 Paris France;None;None;None;25; Family ;None;4.0;272;4.0;4.0;3.5;4.0;100.0;31.0;51.0;English, French ;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1071;1071;Seven Hotel Paris;189;#1,248;20 rue Berthollet, 75005 Paris France;None;None;"Hello, Welcome to Seven, a glamorous, unique and welcoming hotel. Treat yourself to precious, poetic interludes in a place where you can escape from the stress of life and create beautiful memories. Dreamers, lovers for one day or forever, come (re)experience the Seven. A Parisian hotel, located in the heart of the Latin Quarter, yet discreetly tucked away from the hustle and bustle of the city. 7 suites, 7 unique experiences that will transport you on a journey of dreamy abandon. The Wellness Chapel offers complete privacy in a setting where you can totally unwind and enjoy a couples massage. A shop located in the hotel lobby features a fine selection of artisanal products. The lounge and its secret patio invite you to relax in an elegant and inspiring atmosphere.
Read more";35; Romantic Modern ;None;5.0;13;4.5;5.0;5.0;5.0;100.0;33.0;209.0;English, French, Spanish, Arabic and 1 more ;1;0;1;1;1;0;1;0;0;1;0;1;1;0;0;1;0;1;0;1;0;1;1;0;1;1;0;1;0;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1072;1072;Ibis Styles Paris Eiffel Cambronne;128;#1,244;166 boulevard de Grenelle, 75015 Paris France;None;None;"Ibis Styles Paris Eiffel Cambronne is located between the metro stations ""La Motte Piquet Grenelle"" and ""Cambronne"" ans it is at 10 minutes on walking from the Eiffel Tower. From the hotel, it is very easy to visit museeum as ""Le Louvre"", ""Le musée d'Orsay"", etc to do your shopping in the big stores as ""Galeries Lafayette"", ""Printemps"" or ""Bon Marché"", and to go to ""Parc des Expositions Porte de Versailles"" (bus 80, 10 minutes to go there)! Wifi and cold buffet breakfast are included in the rate and Ibis Styles Paris Eiffel Cambronne's team will be very pleased to welcome you !
Read more";49;None;HA028@accor.com;3.5;817;4.5;4.0;3.5;3.5;100.0;18.0;160.0;English, French, Spanish, Italian and 2 more ;1;0;0;1;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;1;0;1;1;1;0;0;1;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1073;1073;Best Western Paris Italie;;#1,242;205 avenue de Choisy 13th Arr, 75013 Paris France;None;None;"Best Western Paris Italie is an excellent choice for travelers visiting Paris, offering many helpful amenities designed to enhance your stay.
Given the close proximity of popular landmarks, such as Latin Quarter (1.6 mi) and Cathédrale Notre-Dame de Paris (1.6 mi), guests of Best Western Paris can easily experience some of Paris' most well known attractions.
Best Western Paris offers guests an array of room amenities including a flat screen TV, and getting online is possible, as free wifi is available.
Read more";35;None;None;3.5;352;4.0;4.0;3.5;3.5;92.0;54.0;156.0;None;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1074;1074;Hotel du Parc Montsouris;;#1,245;4 rue du Parc de Montsouris, 75014 Paris France;01 86 47 25 72;https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=0&geo=222919&from=Hotel_Review&area=&slot=2&matchID=1&oos=0&cnt=1&silo=30356&bucket=875171&ubucket=875171&nrank=1&crank=1&clt=CLD&tm=227120905&managed=false&capped=false&gosox=5_3Y6UYwwGjgw_c7hEwIkV9FJr3lVzTnLfjyttsfWMSm9SJQ188MYDSsFXQOgOJauRPhV2QJjssAF2i14jErFg&adults=2&child_rm_ages=&inDay=27&outDay=28&rooms=1&inMonth=3&inYear=2022&outMonth=3&outYear=2022&def_d=true&bapid=2&cs=1ff8afb9d5e252e557999e5512745e2ef&ba_uid=821bb19d-7792-446d-aa47-d5b5b21c57a3;"Finding an ideal hotel in Paris does not have to be difficult. Welcome to Hotel du Parc Montsouris, a nice option for travelers like you.
Given the close proximity of popular landmarks, such as Observatoire Panoramique de la Tour Montparnasse (1.5 mi) and Panthéon (1.7 mi), guests of Hotel du Parc Montsouris can easily experience some of Paris' most well known attractions.
The hotel offers a 24 hour front desk, a concierge, and newspaper, to make your visit even more pleasant. The property also features breakfast.
Read more";34;None;None;3.5;244;4.5;4.0;3.5;4.0;82.0;17.0;12.0;None;1;0;0;0;1;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1075;1075;Hotel Americain;109;#1,254;72 rue Charlot 03 Arr., 75003 Paris France;None;None;"Looking for a place to stay in Paris? Then look no further than Hotel Americain, a hotel that brings the best of Paris to your doorstep.
The rooms offer a flat screen TV, and getting online is possible, as free wifi is available, allowing you to rest and refresh with ease.
Hotel Americain features a 24 hour front desk, a concierge, and newspaper. In addition, as a valued Hotel Americain guest, you can enjoy breakfast buffet that is available on-site. Guests arriving by vehicle have access to secured parking.
Read more";36;None;None;3.5;227;4.5;4.0;4.0;4.0;100.0;94.0;402.0;English, French, Spanish, Portuguese ;1;0;0;1;1;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1;1;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1076;1076;Hotel de la Perdrix Rouge;;#1,247;5 rue Lassus 19 Arr., 75019 Paris France;None;None;"Finding an ideal family-friendly hotel in Paris does not have to be difficult. Welcome to Hotel de la Perdrix Rouge, a nice option for travelers like you.
For those interested in checking out popular landmarks while visiting Paris, Hotel de la Perdrix Rouge is located a short distance from Le Marais (1.8 mi) and Centre Pompidou (2.0 mi).
As your “home away from home,” the hotel rooms offer a flat screen TV, a minibar, and a refrigerator, and getting online is easy, with free wifi available.
Read more";30;None;None;3.5;182;4.0;4.0;4.0;4.0;96.0;27.0;98.0;None;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
1077;1077;Hotel du Lys;125;#1,260;23 rue Serpente, 75006 Paris France;None;None;None;22; Historic Hotel ;None;3.5;317;4.5;3.5;3.5;3.5;100.0;176.0;578.0;English, French, Chinese, Thai ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1078;1078;Hotel de Geneve;78;#1,252;36 rue de Londres 36 Rue de Londres, 75009 Paris France;None;None;None;30; Mid-range ;None;3.5;308;4.0;4.0;3.5;3.5;100.0;57.0;333.0;English, French, Spanish, Italian and 1 more ;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1079;1079;Hotel Wallace;130;#1,265;89 rue Fondary, 75015 Paris France;None;None;"After a long and entire renovation, the Wallace has just been reawakened by the the duo of architects Hauvette & Madani. It now feels like a true vacation, with its retro-Italian style, its bar under the glass roof, its fitness and meeting room, its rooftop terrace with Eiffel Tower view where a sauna and a hot tub stand. Now featuring 45 rooms including a Junior Suite with terrace and direct view over the famous Iron Lady, all feature Free Wifi, minibar and complimentary filtered water, safe, air-conditionning, bathrobe, sleepers, hairdryer.
Read more";45;None;None;5.0;12;5.0;5.0;5.0;4.5;100.0;17.0;186.0;English, French, Spanish, Arabic and 2 more ;1;1;0;1;1;0;0;0;0;0;0;1;1;0;0;0;1;1;1;1;1;0;1;0;0;1;0;1;0;0;0;0;1;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0
1080;1080;Timhotel Le Louvre;95;#1,246;4 rue Croix des Petits Champs, 75001 Paris France;None;None;None;53;None;None;3.5;937;5.0;3.5;3.5;3.5;100.0;168.0;393.0;English, French, Spanish, Italian ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1081;1081;Hotel The Originals Paris Paix Republique;89;#1,257;2 B boulevard Saint Martin, 75010 Paris France;None;None;None;45;None;hotelpaix@wanadoo.fr;3.5;183;4.5;4.5;4.0;4.0;;;;English, French, Spanish, German and 2 more ;1;0;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1082;1082;Hotel Paradiso;;#1,263;135 boulevard Diderot, 75012 Paris France;01 88 59 20 01;https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=0&geo=23228630&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=30356&bucket=875171&ubucket=875171&nrank=1&crank=1&clt=CLD&tm=227120980&managed=false&capped=false&gosox=5_3Y6UYwwGjgw_c7hEwIkYeaWtkx0sZ7mNKigsNWMdzmeouIW2wHpDll_0hljhQzE8VIjUuSaASJvkXP5ji5uA&adults=2&child_rm_ages=&inDay=27&outDay=28&rooms=1&inMonth=3&inYear=2022&outMonth=3&outYear=2022&def_d=true&bapid=1&cs=1cc1007a61acc767d02e1430d406b11fe&ba_uid=4cc3d24f-137e-4869-8644-9a3a985c90c1;None;36;None;None;4.5;183;5.0;5.0;4.5;4.5;;;;English ;1;0;1;1;1;1;0;0;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;1;0;1;1;0;1;1;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;1;0;0;1;0
1083;1083;The Playce Hotel by Happy Culture;116;#1,255;66 boulevard Barbes, 75018 Paris France;None;None;"The Playce hotel By HappyCulture is a Lifestyle hotel more than any other, in a Parisian Paris.
The Playce**** assumes its (young) age and invests the suburbs, thwarting the tourist logic of classic hotels. A place of life, exchanges, meetings, work, games and rest, the hotel is conceived as a playful enclave, as an urban refuge, which evolves with the day and the needs of each one: to isolate oneself to work, to entertain oneself to breathe, to sit down or on the contrary to go up to rest.
Read more";50;None;None;4.0;102;3.5;4.0;4.5;3.5;100.0;58.0;175.0;English, French, Spanish ;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;1;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1084;1084;Hotel Prince Albert Wagram;81;#1,256;28 Passage Cardinet 17th Arr., 75017 Paris France;None;None;None;33; Residential Neighborhood ;None;3.5;239;3.5;4.0;3.5;3.5;;;;English, French, Arabic ;1;0;0;1;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;1;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1085;1085;New Hotel Lafayette;129;#1,259;25 rue Buffault 9th Arr., 75009 Paris France;None;None;None;50;None;None;3.5;415;4.0;4.0;3.5;3.5;100.0;66.0;589.0;English, French ;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
1086;1086;Caulaincourt Square Hostel;;#1,266;2 Square Caulaincourt 18 Arr., 75018 Paris France;None;None;"See why so many travelers make Caulaincourt Square Hostel their hotel of choice when visiting Paris. Providing an ideal mix of value, comfort and convenience, it offers a quiet setting with an array of amenities designed for travelers like you.
Close to some of Paris' most popular landmarks, such as Palais Garnier - Opéra National de Paris (1.3 mi) and Champs-Elysees (1.9 mi), Caulaincourt Square Hostel is a great destination for tourists.
Caulaincourt Square Hostel features express check-in and check-out, baggage storage, and 24 hour security. Plus, guests can enjoy free breakfast, which has made this a popular choice among travelers visiting Paris.
Read more";52;None;None;3.5;415;4.0;3.5;3.5;3.5;100.0;41.0;214.0;None;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1087;1087;Prince de Conti;190;#1,262;8 rue Guenegaud, 75006 Paris France;None;None;"The rooms at the Hotel Prince de Condi are of a high quality. Its central location means that just by walking out the door you will be infused by an immediate sense of history and culture. This is even before you set foot in a museum. Yet equally close are all the fashion and haute couture stores around Saint-Germain-des-Prés for you to explore as you wander around the district… The Hotel Prince de Conti has 24 rooms on seven floors (with an elevator). Eleven of the rooms overlook the rue Guénégaud, a small and quiet typical Parisian street – the rest of the rooms overlook a courtyard, with a view on the Dome of the Institut de France and the grand building known as Hotel de la Monnaie. Three of these rooms have a small terrace…
Read more";24; Quaint ;None;4.0;98;5.0;4.5;4.5;4.0;100.0;151.0;403.0;English, French ;1;1;1;1;1;1;0;1;0;1;1;1;1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;1;0;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0
1088;1088;Hotel Korner Etoile;100;#1,268;133 avenue de Villiers, 75017 Paris France;None;None;None;26; City View ;etoile@hotelkorner.com;4.5;17;5.0;5.0;4.5;5.0;100.0;22.0;127.0;English, French, Spanish, Arabic and 2 more ;1;1;1;1;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
1089;1089;Hotel 33 Marbeuf;228;#1,251;33 rue Marbeuf, 75008 Paris France;None;None;"Housed within a Haussmann-style building in the exclusive Golden Triangle area of Paris, Hotel Oscar offers upscale accommodations two minutes from the Champs-Élysées. Each designer guestroom and suite features a small kitchen with oven, refrigerator and premium coffeemaker. Living spaces are equipped with iPad, iPhone docking station, security safe, and a TV and Blu-Ray player. En-suite bathrooms include Italian-style shower and luxury toiletries. Free Wi-Fi is available at the hotel, while tourist information is available from the on-site hotel manager. Guests can arrange to have breakfast delivered to their room. The hotel is located above a convenience store, while the local neighbourhood is home to a seemingly never ending supply of restaurants and eateries. Hotel Oscar is 650 metres from the Grand Palais and a ten-minute walk from the Arc de Triomphe. Meanwhile, the Place de la Concorde and the Eiffel Tower are within a mile.
Read more";6;None;None;4.5;84;5.0;4.5;4.5;4.0;;;;English, French, Russian ;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
1090;1090;Panam Hotel;101;#1,258;208 rue des Pyrenees, 75020 Paris France;None;None;"Un hotel accueillant dans le centre de Paris Situe Place Gambetta, dans le 20eme arrondissement de Paris, le Super Hotel, un etablissement moderne et accueillant, vous propose 31 chambres, toutes equippees. Le Quartier Gambetta - Pere Lachaise vous ravira de part le charme d'un quartier-village avec ses avenues ombragees, ses nombreux commerces, restaurants... Il se demarque par sa situation exceptionnelle dans le coeur de Paris, sa proximite de la Place de la Republique et les nombreux moyens de transports pour acceder aux principaux sites touristiques de Paris ainsi qu'aux aeroports. A quelques minutes de l'hotel a pieds: Cimetiere du Pere-Lachaise, Menilmontant; en metro: Grands Magasins du boulevard Haussman, Opera Garnier, Montmartre...Autant d'objectifs de promenades pendant votre sejour au Super Hotel. Nous sommes fiers de pouvoir compter sur un personnel attentif et efficace qui vous sera a votre disposition durant tout votre sejour pour repondre a toutes vos questions. Le Super Hotel est le lieu que vous cherchez pour sejourner dans la Ville Lumiere : tout a proximite, des installations modernes et une attention personnalisee
Read more";30;None;None;3.5;142;4.0;4.0;3.5;4.0;;;;English, French, Spanish ;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1091;1091;Hotel Montsouris Orleans;;#1,261;15 rue Beaunier, 75014 Paris France;None;None;"Hotel Montsouris Orleans is an excellent choice for travelers visiting Paris, offering a budget friendly environment alongside many helpful amenities designed to enhance your stay.
You’ll enjoy relaxing rooms that offer a desk, and you can stay connected during your stay as Hotel Montsouris Orleans offers guests free wifi.
The hotel features a 24 hour front desk, a concierge, and baggage storage. Plus, Hotel Montsouris Orleans offers a sauna, providing a pleasant respite from your busy day.
Read more";27;None;None;3.5;159;4.0;4.0;4.0;4.0;91.0;8.0;54.0;None;1;0;0;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;1;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
1092;1092;Hotel Gaillon Opera;;#1,267;9 rue Gaillon 2nd Arr., 75002 Paris France;None;None;None;26;None;None;3.5;231;4.5;4.0;4.0;3.5;100.0;131.0;567.0;None;1;0;1;1;1;0;1;0;0;1;1;1;1;0;0;1;0;0;0;1;1;1;0;0;1;1;0;1;1;1;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1093;1093;Hotel Jean-Gabriel;;#1,264;13 rue Lecluse, 75017 Paris France;None;None;"Hotel Jean Gabriel Montmartre is located in the chic and trendy area of ""Les Batignolles"", two steps away from Place de Clichy, the Moulin rouge, grands Boulevards, and Montmartre. The Hotel offers a calm and comfortable location far from the Parisian bustle.Our 28 rooms are all equipped with satellite TV and flat TV screen, free wifi access, direct line telephone and complimentary tea and coffee making facility.To start the day, for only 11.00 You will enjoy our Buffet breakfast in our typical Parisian basement. Find there fresh bread and pastries, fresh fruits salad, a choice of yogurts and cheeses, eggs and ham, hot and cold beverages.Hotel Jean Gabriel is very easy to reach, no matter where you are coming from, only 15 min away from Gare du Nord by metro with just one metro line (metro 2), 17 min away from Gare de l'Est by bus (bus 30), gare de lyon is also 35 min away by metro and Gare St Lazarre is reachable by foot in only 5 min.
Read more";28;None;None;3.5;231;4.0;4.0;4.0;4.0;;;;None;1;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1094;1094;Danemark Hotel;103;#1,269;Vavin 21 Rue Vavin, 75006 Paris France;None;None;"Welcome to Danemark Hotel, your Paris “home away from home.” Danemark Hotel aims to make your visit as relaxing and enjoyable as possible, which is why so many guests continue to come back year after year.
For those interested in checking out popular landmarks while visiting Paris, Danemark Hotel is located a short distance from Louvre Museum (1.2 mi) and Le Marais (1.7 mi).
Danemark Hotel is a romantic hotel offering air conditioning and a minibar in the rooms, and it is easy to stay connected during your stay as free wifi is offered to guests.
Read more";15;None;None;4.0;154;4.5;4.0;4.0;4.0;;;;English, French, Spanish, Arabic and 3 more ;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1095;1095;Novotel Paris Centre Tour Eiffel;150;#1,279;61 Quai de Grenelle, 75015 Paris France;None;None;"The Hotel Novotel Paris Centre Tour Eiffel is located in the heart of Paris, opposite the Seine river and a short distance from the Eiffel Tower. It is ideal for business travel, meetings and seminars, as well as for weekends in Paris as a couple or with family. The hotel is situated in the center of Paris close to the Champs-Elysees, the Louvre and Notre-Dame. It has two restaurants, a bar, indoor pool and fitness room. Free WIFI and secure car park available. The hotel offers rooms with views of Paris and the Seine, accommodating families (2 adults and 2 children aged under 16), as well as a Japanese restaurant with a sushi bar. Swim shorts are not allowed in the pool.
Read more";764; River View City View ;H3546@accor.com;3.5;5,878;4.0;4.0;3.5;3.5;100.0;16.0;100.0;English, French, Spanish, Arabic and 2 more ;0;1;1;1;1;1;1;0;0;1;0;1;1;0;0;1;0;1;1;1;1;1;0;1;1;1;0;1;1;0;1;1;0;0;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0
1096;1096;Hotel Botaniste;146;#1,275;11 rue Molitor, 75016 Paris France;None;None;None;42;None;None;5.0;13;5.0;5.0;5.0;5.0;87.0;8.0;62.0;English, French, Spanish, Italian ;1;0;1;0;1;1;0;0;0;0;1;1;1;0;0;1;0;0;1;1;1;0;0;1;1;0;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0
